Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Rwanda,RWA,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.07459998130798
Rwanda,RWA,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.963230013847351
Rwanda,RWA,2024,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.804312463105011
Rwanda,RWA,2023,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.769928716218285
Rwanda,RWA,2022,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.759370341190151
Rwanda,RWA,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.784637165315681
Rwanda,RWA,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.820976475714132
Rwanda,RWA,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.796368803242162
Rwanda,RWA,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.887174248522364
Rwanda,RWA,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.767971635180956
Rwanda,RWA,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.77747636142129
Rwanda,RWA,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.820376374239887
Rwanda,RWA,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.783531581355678
Rwanda,RWA,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.77809421440406
Rwanda,RWA,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.72613000869751
Rwanda,RWA,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.74627346520175
Rwanda,RWA,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.737150013446808
Rwanda,RWA,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.590200006961823
Rwanda,RWA,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.527700006961823
Rwanda,RWA,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.470779985189438
Rwanda,RWA,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.460640013217926
Rwanda,RWA,2021,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,29.1100006103516
Rwanda,RWA,2019,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,28.2415904998779
Rwanda,RWA,2018,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,22.8208999633789
Rwanda,RWA,2017,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,22.4665794372559
Rwanda,RWA,2016,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,19.0898990631104
Rwanda,RWA,2015,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,19.1725997924805
Rwanda,RWA,2014,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,16.9534301757813
Rwanda,RWA,2013,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,15.5388298034668
Rwanda,RWA,2012,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,14.6622295379639
Rwanda,RWA,2011,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,12.870059967041
Rwanda,RWA,2010,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,11.4605197906494
