ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
RWA,Kibuye,3348852,Women with secondary or higher education,2.4,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442017,1442017,Region,..Kibuye,0,,0,1,EDEDUCWSEH,RWDHS2000442017,2000,DHS,561,722,,,1
RWA,Ruhengeri,6648497,Women with secondary or higher education,9.3,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442018,1442018,Region,..Ruhengeri,0,,0,1,EDEDUCWSEH,RWDHS2000442018,2000,DHS,1140,852,,,1
RWA,Gisenyi,3131006,Women with secondary or higher education,13.5,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442019,1442019,Region,..Gisenyi,0,,0,1,EDEDUCWSEH,RWDHS2000442019,2000,DHS,1163,614,,,1
RWA,Kigali Prefecture 1992,5088982,Women with secondary or higher education,19.5,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442020,1442020,Region,Kigali Prefecture 1992,0,,0,1,EDEDUCWSEH,RWDHS2000442020,2000,DHS,1987,2685,,,
RWA,Kigali Ville (PVK) 2000,4380956,Women with secondary or higher education,38,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442021,1442021,Region,..Kigali Ville (PVK) 2000,0,,0,1,EDEDUCWSEH,RWDHS2000442021,2000,DHS,553,1625,,,1
RWA,Kigali Rurale 2000,5707666,Women with secondary or higher education,12.4,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_W_SEH,231203100,I,442022,1442022,Region,..Kigali Rurale 2000,0,,0,1,EDEDUCWSEH,RWDHS2000442022,2000,DHS,1434,1060,,,1
RWA,Butare/Gitarama,4625527,Men with secondary or higher education,10.8,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442006,1442006,Region,Butare/Gitarama,0,,0,1,EDEDUCMSEH,RWDHS2000442006,2000,DHS,450,403,,,
RWA,Butare,6297337,Men with secondary or higher education,10.7,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442007,1442007,Region,..Butare,0,,0,1,EDEDUCMSEH,RWDHS2000442007,2000,DHS,202,211,,,1
RWA,Gitarama,719528,Men with secondary or higher education,10.9,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442008,1442008,Region,..Gitarama,0,,0,1,EDEDUCMSEH,RWDHS2000442008,2000,DHS,248,192,,,1
RWA,Byumba/Kibungo,5822219,Men with secondary or higher education,9.7,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442009,1442009,Region,Byumba/Kibungo,0,,0,1,EDEDUCMSEH,RWDHS2000442009,2000,DHS,534,506,,,
RWA,Byumba,7245211,Men with secondary or higher education,10.9,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442010,1442010,Region,..Byumba,0,,0,1,EDEDUCMSEH,RWDHS2000442010,2000,DHS,242,202,,,1
RWA,Kibungo,2389467,Men with secondary or higher education,8.9,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442011,1442011,Region,..Kibungo,0,,0,1,EDEDUCMSEH,RWDHS2000442011,2000,DHS,227,213,,,1
RWA,Umutara,3463999,Men with secondary or higher education,7.7,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442012,1442012,Region,..Umutara,0,,0,1,EDEDUCMSEH,RWDHS2000442012,2000,DHS,66,91,,,1
RWA,Cyangugu/Ginkongoro,2028233,Men with secondary or higher education,14.8,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442013,1442013,Region,Cyangugu/Ginkongoro,0,,0,1,EDEDUCMSEH,RWDHS2000442013,2000,DHS,378,402,,,
RWA,Cyangugu,4810358,Men with secondary or higher education,18.6,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442014,1442014,Region,..Cyangugu,0,,0,1,EDEDUCMSEH,RWDHS2000442014,2000,DHS,224,231,,,1
RWA,Gikongoro,3780115,Men with secondary or higher education,9.4,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442015,1442015,Region,..Gikongoro,0,,0,1,EDEDUCMSEH,RWDHS2000442015,2000,DHS,154,171,,,1
RWA,Kibuye/Ruhengeri/Gisenyi,4207763,Men with secondary or higher education,14.1,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442016,1442016,Region,Kibuye/Ruhengeri/Gisenyi,0,,0,1,EDEDUCMSEH,RWDHS2000442016,2000,DHS,663,489,,,
RWA,Kibuye,6325603,Men with secondary or higher education,3.5,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442017,1442017,Region,..Kibuye,0,,0,1,EDEDUCMSEH,RWDHS2000442017,2000,DHS,137,171,,,1
RWA,Ruhengeri,2255294,Men with secondary or higher education,12,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442018,1442018,Region,..Ruhengeri,0,,0,1,EDEDUCMSEH,RWDHS2000442018,2000,DHS,259,183,,,1
RWA,Gisenyi,6914531,Men with secondary or higher education,21.5,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442019,1442019,Region,..Gisenyi,0,,0,1,EDEDUCMSEH,RWDHS2000442019,2000,DHS,268,135,,,1
RWA,Kigali Prefecture 1992,694259,Men with secondary or higher education,24,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442020,1442020,Region,Kigali Prefecture 1992,0,,0,1,EDEDUCMSEH,RWDHS2000442020,2000,DHS,506,733,,,
RWA,Kigali Ville (PVK) 2000,5558722,Men with secondary or higher education,41.3,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442021,1442021,Region,..Kigali Ville (PVK) 2000,0,,0,1,EDEDUCMSEH,RWDHS2000442021,2000,DHS,176,496,,,1
RWA,Kigali Rurale 2000,3004196,Men with secondary or higher education,14.8,1,RW,Rwanda,2000,RW2000DHS,ED_EDUC_M_SEH,231204230,I,442022,1442022,Region,..Kigali Rurale 2000,0,,0,1,EDEDUCMSEH,RWDHS2000442022,2000,DHS,330,237,,,1
RWA,Kigali,1689047,Final say in all of the decisions [Women],42.2,1,RW,Rwanda,2005,RW2005DHS,WE_DMAK_W_3DC,176403040,I,442001,1442001,Region,Kigali,0,,0,1,WEDMAKW3DC,RWDHS2005442001,2005,DHS,407,481,,,1
RWA,South,5052388,Final say in all of the decisions [Women],57.4,1,RW,Rwanda,2005,RW2005DHS,WE_DMAK_W_3DC,176403040,I,442002,1442002,Region,South,0,,0,1,WEDMAKW3DC,RWDHS2005442002,2005,DHS,1411,1327,,,1
RWA,West,3606772,Final say in all of the decisions [Women],40,1,RW,Rwanda,2005,RW2005DHS,WE_DMAK_W_3DC,176403040,I,442003,1442003,Region,West,0,,0,1,WEDMAKW3DC,RWDHS2005442003,2005,DHS,1427,1478,,,1
RWA,North,7543951,Final say in all of the decisions [Women],52.4,1,RW,Rwanda,2005,RW2005DHS,WE_DMAK_W_3DC,176403040,I,442004,1442004,Region,North,0,,0,1,WEDMAKW3DC,RWDHS2005442004,2005,DHS,1058,921,,,1
RWA,East,3775104,Final say in all of the decisions [Women],40.3,1,RW,Rwanda,2005,RW2005DHS,WE_DMAK_W_3DC,176403040,I,442005,1442005,Region,East,0,,0,1,WEDMAKW3DC,RWDHS2005442005,2005,DHS,1208,1251,,,1
RWA,Kigali,2716209,Wife beating justified for at least one specific reason [Women],38,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_W_AGR,176433060,I,442001,1442001,Region,Kigali,0,,0,1,WEAWBTWAGR,RWDHS2005442001,2005,DHS,1127,1329,,,1
RWA,South,1674842,Wife beating justified for at least one specific reason [Women],41.3,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_W_AGR,176433060,I,442002,1442002,Region,South,0,,0,1,WEAWBTWAGR,RWDHS2005442002,2005,DHS,2958,2760,,,1
RWA,West,5123027,Wife beating justified for at least one specific reason [Women],54.4,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_W_AGR,176433060,I,442003,1442003,Region,West,0,,0,1,WEAWBTWAGR,RWDHS2005442003,2005,DHS,2824,2971,,,1
RWA,North,2306568,Wife beating justified for at least one specific reason [Women],44.1,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_W_AGR,176433060,I,442004,1442004,Region,North,0,,0,1,WEAWBTWAGR,RWDHS2005442004,2005,DHS,2063,1821,,,1
RWA,East,6801002,Wife beating justified for at least one specific reason [Women],57.1,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_W_AGR,176433060,I,442005,1442005,Region,East,0,,0,1,WEAWBTWAGR,RWDHS2005442005,2005,DHS,2348,2440,,,1
RWA,Kigali,6771556,Wife beating justified for at least one specific reason [Men],24.5,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_M_AGR,176434060,I,442001,1442001,Region,Kigali,0,,0,1,WEAWBTMAGR,RWDHS2005442001,2005,DHS,495,586,,,1
RWA,South,1674854,Wife beating justified for at least one specific reason [Men],28.8,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_M_AGR,176434060,I,442002,1442002,Region,South,0,,0,1,WEAWBTMAGR,RWDHS2005442002,2005,DHS,1139,1055,,,1
RWA,West,7272529,Wife beating justified for at least one specific reason [Men],37.2,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_M_AGR,176434060,I,442003,1442003,Region,West,0,,0,1,WEAWBTMAGR,RWDHS2005442003,2005,DHS,1065,1111,,,1
RWA,North,5453997,Wife beating justified for at least one specific reason [Men],29.7,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_M_AGR,176434060,I,442004,1442004,Region,North,0,,0,1,WEAWBTMAGR,RWDHS2005442004,2005,DHS,777,683,,,1
RWA,East,1682071,Wife beating justified for at least one specific reason [Men],28.2,1,RW,Rwanda,2005,RW2005DHS,WE_AWBT_M_AGR,176434060,I,442005,1442005,Region,East,0,,0,1,WEAWBTMAGR,RWDHS2005442005,2005,DHS,937,978,,,1
RWA,Kigali,2162721,Physical or sexual violence committed by husband/partner in last 12 months,27.8,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_POS,198303060,I,442001,1442001,Region,Kigali,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2005442001,2005,DHS,150,189,,,1
RWA,South,6594435,Physical or sexual violence committed by husband/partner in last 12 months,29.9,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_POS,198303060,I,442002,1442002,Region,South,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2005442002,2005,DHS,563,625,,,1
RWA,West,2708325,Physical or sexual violence committed by husband/partner in last 12 months,24.9,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_POS,198303060,I,442003,1442003,Region,West,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2005442003,2005,DHS,554,675,,,1
RWA,North,3971636,Physical or sexual violence committed by husband/partner in last 12 months,22.1,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_POS,198303060,I,442004,1442004,Region,North,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2005442004,2005,DHS,423,454,,,1
RWA,East,7744676,Physical or sexual violence committed by husband/partner in last 12 months,26.4,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_POS,198303060,I,442005,1442005,Region,East,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2005442005,2005,DHS,485,608,,,1
RWA,Kigali,2162722,Physical or sexual or emotional violence committed by husband/partner in last 12 months,28.8,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_ANY,198303070,I,442001,1442001,Region,Kigali,631001,Ever-married,0,0,DVSPV1WANY,RWDHS2005442001,2005,DHS,150,189,,,1
RWA,South,6594436,Physical or sexual or emotional violence committed by husband/partner in last 12 months,30.8,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_ANY,198303070,I,442002,1442002,Region,South,631001,Ever-married,0,0,DVSPV1WANY,RWDHS2005442002,2005,DHS,563,625,,,1
RWA,West,2708336,Physical or sexual or emotional violence committed by husband/partner in last 12 months,25.5,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_ANY,198303070,I,442003,1442003,Region,West,631001,Ever-married,0,0,DVSPV1WANY,RWDHS2005442003,2005,DHS,554,675,,,1
RWA,North,3971627,Physical or sexual or emotional violence committed by husband/partner in last 12 months,23,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_ANY,198303070,I,442004,1442004,Region,North,631001,Ever-married,0,0,DVSPV1WANY,RWDHS2005442004,2005,DHS,423,454,,,1
RWA,East,7744665,Physical or sexual or emotional violence committed by husband/partner in last 12 months,28.5,1,RW,Rwanda,2005,RW2005DHS,DV_SPV1_W_ANY,198303070,I,442005,1442005,Region,East,631001,Ever-married,0,0,DVSPV1WANY,RWDHS2005442005,2005,DHS,485,608,,,1
RWA,Kigali,2814923,Women with secondary or higher education,30.1,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_W_SEH,231203100,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCWSEH,RWDHS2005442001,2005,DHS,1127,1329,,,1
RWA,South,711793,Women with secondary or higher education,8.3,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_W_SEH,231203100,I,442002,1442002,Region,South,0,,0,1,EDEDUCWSEH,RWDHS2005442002,2005,DHS,2958,2760,,,1
RWA,West,6023056,Women with secondary or higher education,6.2,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_W_SEH,231203100,I,442003,1442003,Region,West,0,,0,1,EDEDUCWSEH,RWDHS2005442003,2005,DHS,2824,2971,,,1
RWA,North,6142168,Women with secondary or higher education,9.4,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_W_SEH,231203100,I,442004,1442004,Region,North,0,,0,1,EDEDUCWSEH,RWDHS2005442004,2005,DHS,2063,1821,,,1
RWA,East,6722235,Women with secondary or higher education,5.5,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_W_SEH,231203100,I,442005,1442005,Region,East,0,,0,1,EDEDUCWSEH,RWDHS2005442005,2005,DHS,2348,2440,,,1
RWA,Kigali,5618922,Men with secondary or higher education,33.6,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_M_SEH,231204230,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCMSEH,RWDHS2005442001,2005,DHS,495,586,,,1
RWA,South,2972010,Men with secondary or higher education,10.7,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_M_SEH,231204230,I,442002,1442002,Region,South,0,,0,1,EDEDUCMSEH,RWDHS2005442002,2005,DHS,1139,1055,,,1
RWA,West,2354059,Men with secondary or higher education,11.2,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_M_SEH,231204230,I,442003,1442003,Region,West,0,,0,1,EDEDUCMSEH,RWDHS2005442003,2005,DHS,1065,1111,,,1
RWA,North,6792125,Men with secondary or higher education,10.4,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_M_SEH,231204230,I,442004,1442004,Region,North,0,,0,1,EDEDUCMSEH,RWDHS2005442004,2005,DHS,777,683,,,1
RWA,East,4486737,Men with secondary or higher education,7.8,1,RW,Rwanda,2005,RW2005DHS,ED_EDUC_M_SEH,231204230,I,442005,1442005,Region,East,0,,0,1,EDEDUCMSEH,RWDHS2005442005,2005,DHS,937,978,,,1
RWA,Kigali,7892490,Women with secondary or higher education,33.6,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_W_SEH,231203100,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCWSEH,RWDHS2008442001,2007-08,DHS,685,970,,,1
RWA,South,3583174,Women with secondary or higher education,8.9,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_W_SEH,231203100,I,442002,1442002,Region,South,0,,0,1,EDEDUCWSEH,RWDHS2008442002,2007-08,DHS,1946,1824,,,1
RWA,West,5516214,Women with secondary or higher education,8.9,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_W_SEH,231203100,I,442003,1442003,Region,West,0,,0,1,EDEDUCWSEH,RWDHS2008442003,2007-08,DHS,1738,1862,,,1
RWA,North,7433313,Women with secondary or higher education,11.1,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_W_SEH,231203100,I,442004,1442004,Region,North,0,,0,1,EDEDUCWSEH,RWDHS2008442004,2007-08,DHS,1265,1036,,,1
RWA,East,4076344,Women with secondary or higher education,8.8,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_W_SEH,231203100,I,442005,1442005,Region,East,0,,0,1,EDEDUCWSEH,RWDHS2008442005,2007-08,DHS,1680,1621,,,1
RWA,Kigali,7892172,Men with secondary or higher education,40,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_M_SEH,231204230,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCMSEH,RWDHS2008442001,2007-08,DHS,730,1004,,,1
RWA,South,4752304,Men with secondary or higher education,11.8,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_M_SEH,231204230,I,442002,1442002,Region,South,0,,0,1,EDEDUCMSEH,RWDHS2008442002,2007-08,DHS,1557,1421,,,1
RWA,West,1876978,Men with secondary or higher education,13.7,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_M_SEH,231204230,I,442003,1442003,Region,West,0,,0,1,EDEDUCMSEH,RWDHS2008442003,2007-08,DHS,1540,1629,,,1
RWA,North,5218225,Men with secondary or higher education,14.6,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_M_SEH,231204230,I,442004,1442004,Region,North,0,,0,1,EDEDUCMSEH,RWDHS2008442004,2007-08,DHS,1015,851,,,1
RWA,East,6157223,Men with secondary or higher education,10.5,1,RW,Rwanda,2008,RW2008DHS,ED_EDUC_M_SEH,231204230,I,442005,1442005,Region,East,0,,0,1,EDEDUCMSEH,RWDHS2008442005,2007-08,DHS,1354,1320,,,1
RWA,Kigali,6619809,Do not own land [Women],65.7,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_W_LNO,176263090,I,442001,1442001,Region,Kigali,0,,0,1,WEOWNAWLNO,RWDHS2010442001,2010,DHS,1596,1890,,,1
RWA,South,3100987,Do not own land [Women],43,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_W_LNO,176263090,I,442002,1442002,Region,South,0,,0,1,WEOWNAWLNO,RWDHS2010442002,2010,DHS,3212,3340,,,1
RWA,West,6358893,Do not own land [Women],46.7,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_W_LNO,176263090,I,442003,1442003,Region,West,0,,0,1,WEOWNAWLNO,RWDHS2010442003,2010,DHS,3305,3138,,,1
RWA,North,7091637,Do not own land [Women],44.9,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_W_LNO,176263090,I,442004,1442004,Region,North,0,,0,1,WEOWNAWLNO,RWDHS2010442004,2010,DHS,2278,2199,,,1
RWA,East,3896774,Do not own land [Women],40.6,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_W_LNO,176263090,I,442005,1442005,Region,East,0,,0,1,WEOWNAWLNO,RWDHS2010442005,2010,DHS,3280,3104,,,1
RWA,Kigali,5539319,Do not own land [Men],59.9,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_M_LNO,176264090,I,442001,1442001,Region,Kigali,0,,0,1,WEOWNAMLNO,RWDHS2010442001,2010,DHS,739,876,,,1
RWA,South,6443795,Do not own land [Men],44.1,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_M_LNO,176264090,I,442002,1442002,Region,South,0,,0,1,WEOWNAMLNO,RWDHS2010442002,2010,DHS,1308,1373,,,1
RWA,West,5444177,Do not own land [Men],47.9,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_M_LNO,176264090,I,442003,1442003,Region,West,0,,0,1,WEOWNAMLNO,RWDHS2010442003,2010,DHS,1307,1243,,,1
RWA,North,1675078,Do not own land [Men],41.6,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_M_LNO,176264090,I,442004,1442004,Region,North,0,,0,1,WEOWNAMLNO,RWDHS2010442004,2010,DHS,899,859,,,1
RWA,East,2483490,Do not own land [Men],52.2,1,RW,Rwanda,2010,RW2010DHS,WE_OWNA_M_LNO,176264090,I,442005,1442005,Region,East,0,,0,1,WEOWNAMLNO,RWDHS2010442005,2010,DHS,1435,1344,,,1
RWA,Kigali,7567245,Final say in all of the decisions [Women],66.6,1,RW,Rwanda,2010,RW2010DHS,WE_DMAK_W_3DC,176403040,I,442001,1442001,Region,Kigali,0,,0,1,WEDMAKW3DC,RWDHS2010442001,2010,DHS,726,835,,,1
RWA,South,3129825,Final say in all of the decisions [Women],56.5,1,RW,Rwanda,2010,RW2010DHS,WE_DMAK_W_3DC,176403040,I,442002,1442002,Region,South,0,,0,1,WEDMAKW3DC,RWDHS2010442002,2010,DHS,1614,1682,,,1
RWA,West,1682344,Final say in all of the decisions [Women],60.4,1,RW,Rwanda,2010,RW2010DHS,WE_DMAK_W_3DC,176403040,I,442003,1442003,Region,West,0,,0,1,WEDMAKW3DC,RWDHS2010442003,2010,DHS,1675,1591,,,1
RWA,North,7230615,Final say in all of the decisions [Women],54.5,1,RW,Rwanda,2010,RW2010DHS,WE_DMAK_W_3DC,176403040,I,442004,1442004,Region,North,0,,0,1,WEDMAKW3DC,RWDHS2010442004,2010,DHS,1151,1108,,,1
RWA,East,1689631,Final say in all of the decisions [Women],58.8,1,RW,Rwanda,2010,RW2010DHS,WE_DMAK_W_3DC,176403040,I,442005,1442005,Region,East,0,,0,1,WEDMAKW3DC,RWDHS2010442005,2010,DHS,1731,1618,,,1
RWA,Kigali,4449293,Wife beating justified for at least one specific reason [Women],38.7,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_W_AGR,176433060,I,442001,1442001,Region,Kigali,0,,0,1,WEAWBTWAGR,RWDHS2010442001,2010,DHS,1596,1890,,,1
RWA,South,7553366,Wife beating justified for at least one specific reason [Women],54,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_W_AGR,176433060,I,442002,1442002,Region,South,0,,0,1,WEAWBTWAGR,RWDHS2010442002,2010,DHS,3212,3340,,,1
RWA,West,2075669,Wife beating justified for at least one specific reason [Women],62.8,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_W_AGR,176433060,I,442003,1442003,Region,West,0,,0,1,WEAWBTWAGR,RWDHS2010442003,2010,DHS,3305,3138,,,1
RWA,North,1675140,Wife beating justified for at least one specific reason [Women],62.7,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_W_AGR,176433060,I,442004,1442004,Region,North,0,,0,1,WEAWBTWAGR,RWDHS2010442004,2010,DHS,2278,2199,,,1
RWA,East,7216432,Wife beating justified for at least one specific reason [Women],55.8,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_W_AGR,176433060,I,442005,1442005,Region,East,0,,0,1,WEAWBTWAGR,RWDHS2010442005,2010,DHS,3280,3104,,,1
RWA,Kigali,4763926,Wife beating justified for at least one specific reason [Men],12.3,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_M_AGR,176434060,I,442001,1442001,Region,Kigali,0,,0,1,WEAWBTMAGR,RWDHS2010442001,2010,DHS,739,876,,,1
RWA,South,2130607,Wife beating justified for at least one specific reason [Men],26.3,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_M_AGR,176434060,I,442002,1442002,Region,South,0,,0,1,WEAWBTMAGR,RWDHS2010442002,2010,DHS,1308,1373,,,1
RWA,West,7493951,Wife beating justified for at least one specific reason [Men],33.7,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_M_AGR,176434060,I,442003,1442003,Region,West,0,,0,1,WEAWBTMAGR,RWDHS2010442003,2010,DHS,1307,1243,,,1
RWA,North,1673759,Wife beating justified for at least one specific reason [Men],21.9,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_M_AGR,176434060,I,442004,1442004,Region,North,0,,0,1,WEAWBTMAGR,RWDHS2010442004,2010,DHS,899,859,,,1
RWA,East,6492900,Wife beating justified for at least one specific reason [Men],24.9,1,RW,Rwanda,2010,RW2010DHS,WE_AWBT_M_AGR,176434060,I,442005,1442005,Region,East,0,,0,1,WEAWBTMAGR,RWDHS2010442005,2010,DHS,1435,1344,,,1
RWA,Kigali,1294553,Physical or sexual violence committed by husband/partner in last 12 months,30.7,1,RW,Rwanda,2010,RW2010DHS,DV_SPV1_W_POS,198303060,I,442001,1442001,Region,Kigali,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2010442001,2010,DHS,297,364,,,1
RWA,South,4673242,Physical or sexual violence committed by husband/partner in last 12 months,47.3,1,RW,Rwanda,2010,RW2010DHS,DV_SPV1_W_POS,198303060,I,442002,1442002,Region,South,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2010442002,2010,DHS,702,873,,,1
RWA,West,1301862,Physical or sexual violence committed by husband/partner in last 12 months,49.4,1,RW,Rwanda,2010,RW2010DHS,DV_SPV1_W_POS,198303060,I,442003,1442003,Region,West,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2010442003,2010,DHS,710,793,,,1
RWA,North,6543183,Physical or sexual violence committed by husband/partner in last 12 months,41.1,1,RW,Rwanda,2010,RW2010DHS,DV_SPV1_W_POS,198303060,I,442004,1442004,Region,North,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2010442004,2010,DHS,501,575,,,1
RWA,East,2011190,Physical or sexual violence committed by husband/partner in last 12 months,44.2,1,RW,Rwanda,2010,RW2010DHS,DV_SPV1_W_POS,198303060,I,442005,1442005,Region,East,631001,Ever-married,0,0,DVSPV1WPOS,RWDHS2010442005,2010,DHS,832,871,,,1
RWA,Kigali,4392060,Women with secondary or higher education,42,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_W_SEH,231203100,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCWSEH,RWDHS2010442001,2010,DHS,1596,1890,,,1
RWA,South,1211104,Women with secondary or higher education,13.7,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_W_SEH,231203100,I,442002,1442002,Region,South,0,,0,1,EDEDUCWSEH,RWDHS2010442002,2010,DHS,3212,3340,,,1
RWA,West,3578993,Women with secondary or higher education,12.1,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_W_SEH,231203100,I,442003,1442003,Region,West,0,,0,1,EDEDUCWSEH,RWDHS2010442003,2010,DHS,3305,3138,,,1
RWA,North,5711895,Women with secondary or higher education,12.5,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_W_SEH,231203100,I,442004,1442004,Region,North,0,,0,1,EDEDUCWSEH,RWDHS2010442004,2010,DHS,2278,2199,,,1
RWA,East,7335423,Women with secondary or higher education,12.8,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_W_SEH,231203100,I,442005,1442005,Region,East,0,,0,1,EDEDUCWSEH,RWDHS2010442005,2010,DHS,3280,3104,,,1
RWA,Kigali,3652306,Men with secondary or higher education,43.6,1,RW,Rwanda,2010,RW2010DHS,ED_EDUC_M_SEH,231204230,I,442001,1442001,Region,Kigali,0,,0,1,EDEDUCMSEH,RWDHS2010442001,2010,DHS,739,876,,,1
